id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
N;NORTE;2022-03-19 16:00:00;5394.76600000
NE;NORDESTE;2022-03-19 16:00:00;10924.27000000
S;SUL;2022-03-19 16:00:00;10997.62400000
SE;SUDESTE;2022-03-19 16:00:00;43969.81300000
N;NORTE;2022-03-19 17:00:00;5481.84800000
NE;NORDESTE;2022-03-19 17:00:00;11496.53400000
S;SUL;2022-03-19 17:00:00;11572.04800000
SE;SUDESTE;2022-03-19 17:00:00;44707.51100000
N;NORTE;2022-03-19 18:00:00;5674.01199999
NE;NORDESTE;2022-03-19 18:00:00;12770.34500000
S;SUL;2022-03-19 18:00:00;12421.77000000
SE;SUDESTE;2022-03-19 18:00:00;47720.49199999
N;NORTE;2022-03-19 19:00:00;6101.93700000
NE;NORDESTE;2022-03-19 19:00:00;12721.96700000
S;SUL;2022-03-19 19:00:00;13117.06700000
SE;SUDESTE;2022-03-19 19:00:00;48513.53200000
N;NORTE;2022-03-19 20:00:00;6146.03600000
NE;NORDESTE;2022-03-19 20:00:00;12484.99000000
S;SUL;2022-03-19 20:00:00;12382.96200000
SE;SUDESTE;2022-03-19 20:00:00;47542.21600000
N;NORTE;2022-03-19 21:00:00;6159.25699999
NE;NORDESTE;2022-03-19 21:00:00;12453.34500000
S;SUL;2022-03-19 21:00:00;11677.80400000
SE;SUDESTE;2022-03-19 21:00:00;46312.64099999
N;NORTE;2022-03-19 22:00:00;6033.26399999
NE;NORDESTE;2022-03-19 22:00:00;12345.66200000
S;SUL;2022-03-19 22:00:00;10892.95100000
SE;SUDESTE;2022-03-19 22:00:00;44397.27100000
N;NORTE;2022-03-19 23:00:00;5959.37800000
NE;NORDESTE;2022-03-19 23:00:00;12125.70900000
S;SUL;2022-03-19 23:00:00;10237.71200000
SE;SUDESTE;2022-03-19 23:00:00;42848.40699999
N;NORTE;2022-03-20 00:00:00;6007.66500000
NE;NORDESTE;2022-03-20 00:00:00;11689.43200000
S;SUL;2022-03-20 00:00:00;9559.41300000
SE;SUDESTE;2022-03-20 00:00:00;40702.46900000
N;NORTE;2022-03-20 01:00:00;5862.65200000
NE;NORDESTE;2022-03-20 01:00:00;11299.79700000
S;SUL;2022-03-20 01:00:00;9010.05900000
SE;SUDESTE;2022-03-20 01:00:00;39198.58500000
N;NORTE;2022-03-20 02:00:00;5771.68800000
NE;NORDESTE;2022-03-20 02:00:00;11156.40800000
S;SUL;2022-03-20 02:00:00;8643.22300000
SE;SUDESTE;2022-03-20 02:00:00;38047.67199999
N;NORTE;2022-03-20 03:00:00;5576.70900000
NE;NORDESTE;2022-03-20 03:00:00;11011.82600000
S;SUL;2022-03-20 03:00:00;8435.41599999
SE;SUDESTE;2022-03-20 03:00:00;37162.22199999
N;NORTE;2022-03-20 04:00:00;5532.05499999
NE;NORDESTE;2022-03-20 04:00:00;10875.93200000
S;SUL;2022-03-20 04:00:00;8341.08299999
SE;SUDESTE;2022-03-20 04:00:00;36644.37999999
N;NORTE;2022-03-20 05:00:00;5444.73200000
NE;NORDESTE;2022-03-20 05:00:00;10325.87100000
S;SUL;2022-03-20 05:00:00;8301.53700000
SE;SUDESTE;2022-03-20 05:00:00;36147.53300000
N;NORTE;2022-03-20 06:00:00;5119.36700000
NE;NORDESTE;2022-03-20 06:00:00;9512.86200000
S;SUL;2022-03-20 06:00:00;8137.31400000
SE;SUDESTE;2022-03-20 06:00:00;35097.42500000
N;NORTE;2022-03-20 07:00:00;4911.79800000
NE;NORDESTE;2022-03-20 07:00:00;9214.24599999
S;SUL;2022-03-20 07:00:00;7983.77400000
SE;SUDESTE;2022-03-20 07:00:00;34326.68299999
N;NORTE;2022-03-20 08:00:00;4771.61000000
NE;NORDESTE;2022-03-20 08:00:00;9042.85300000
S;SUL;2022-03-20 08:00:00;8062.83100000
SE;SUDESTE;2022-03-20 08:00:00;34491.15600000
N;NORTE;2022-03-20 09:00:00;4652.02600000
NE;NORDESTE;2022-03-20 09:00:00;8893.16500000
S;SUL;2022-03-20 09:00:00;8065.72400000
SE;SUDESTE;2022-03-20 09:00:00;34562.02099999
N;NORTE;2022-03-20 10:00:00;4585.06099999
NE;NORDESTE;2022-03-20 10:00:00;8729.05600000
S;SUL;2022-03-20 10:00:00;8248.65900000
SE;SUDESTE;2022-03-20 10:00:00;34674.70299999
N;NORTE;2022-03-20 11:00:00;4617.52600000
NE;NORDESTE;2022-03-20 11:00:00;8828.35500000
S;SUL;2022-03-20 11:00:00;8416.66400000
SE;SUDESTE;2022-03-20 11:00:00;35221.04100000
N;NORTE;2022-03-20 12:00:00;4696.78899999
NE;NORDESTE;2022-03-20 12:00:00;8907.66400000
S;SUL;2022-03-20 12:00:00;8102.23500000
SE;SUDESTE;2022-03-20 12:00:00;35306.40999999
N;NORTE;2022-03-20 13:00:00;4768.15800000
NE;NORDESTE;2022-03-20 13:00:00;9118.22000000
S;SUL;2022-03-20 13:00:00;7934.38799999
SE;SUDESTE;2022-03-20 13:00:00;35382.74400000
N;NORTE;2022-03-20 14:00:00;4885.58000000
NE;NORDESTE;2022-03-20 14:00:00;9555.98100000
S;SUL;2022-03-20 14:00:00;8043.23600000
SE;SUDESTE;2022-03-20 14:00:00;35668.99200000
N;NORTE;2022-03-20 15:00:00;4953.04699999
NE;NORDESTE;2022-03-20 15:00:00;9855.89300000
S;SUL;2022-03-20 15:00:00;8392.24000000
SE;SUDESTE;2022-03-20 15:00:00;36366.18099999
N;NORTE;2022-03-20 16:00:00;5095.19199999
NE;NORDESTE;2022-03-20 16:00:00;10199.68700000
S;SUL;2022-03-20 16:00:00;9011.04300000
SE;SUDESTE;2022-03-20 16:00:00;37732.52099999
N;NORTE;2022-03-20 17:00:00;5150.91100000
NE;NORDESTE;2022-03-20 17:00:00;10752.42000000
S;SUL;2022-03-20 17:00:00;10014.96800000
SE;SUDESTE;2022-03-20 17:00:00;39902.09100000
N;NORTE;2022-03-20 18:00:00;5491.03000000
NE;NORDESTE;2022-03-20 18:00:00;12117.62400000
S;SUL;2022-03-20 18:00:00;11351.57100000
SE;SUDESTE;2022-03-20 18:00:00;43198.68900000
N;NORTE;2022-03-20 19:00:00;5812.63899999
NE;NORDESTE;2022-03-20 19:00:00;12240.63299999
S;SUL;2022-03-20 19:00:00;12415.03100000
SE;SUDESTE;2022-03-20 19:00:00;44344.86300000
N;NORTE;2022-03-20 20:00:00;5767.09199999
NE;NORDESTE;2022-03-20 20:00:00;12174.17500000
S;SUL;2022-03-20 20:00:00;11926.12400000
SE;SUDESTE;2022-03-20 20:00:00;43905.08600000
N;NORTE;2022-03-20 21:00:00;5782.54099999
NE;NORDESTE;2022-03-20 21:00:00;12228.49300000
S;SUL;2022-03-20 21:00:00;11522.78500000
SE;SUDESTE;2022-03-20 21:00:00;43186.93500000
N;NORTE;2022-03-20 22:00:00;5839.19099999
NE;NORDESTE;2022-03-20 22:00:00;12253.25600000
S;SUL;2022-03-20 22:00:00;10903.43000000
SE;SUDESTE;2022-03-20 22:00:00;41699.04799999
N;NORTE;2022-03-20 23:00:00;5848.17400000
NE;NORDESTE;2022-03-20 23:00:00;12048.74100000
S;SUL;2022-03-20 23:00:00;10135.66300000
SE;SUDESTE;2022-03-20 23:00:00;39474.18899999
N;NORTE;2022-03-21 00:00:00;5790.23300000
NE;NORDESTE;2022-03-21 00:00:00;11679.22400000
S;SUL;2022-03-21 00:00:00;9605.76200000
SE;SUDESTE;2022-03-21 00:00:00;37558.73699999
N;NORTE;2022-03-21 01:00:00;5726.72799999
NE;NORDESTE;2022-03-21 01:00:00;11307.78500000
S;SUL;2022-03-21 01:00:00;9200.26300000
SE;SUDESTE;2022-03-21 01:00:00;36078.62200000
N;NORTE;2022-03-21 02:00:00;5627.81299999
NE;NORDESTE;2022-03-21 02:00:00;11193.66600000
S;SUL;2022-03-21 02:00:00;8987.04300000
SE;SUDESTE;2022-03-21 02:00:00;35002.24899999
N;NORTE;2022-03-21 03:00:00;5532.86799999
NE;NORDESTE;2022-03-21 03:00:00;10970.11600000
S;SUL;2022-03-21 03:00:00;8919.60299999
SE;SUDESTE;2022-03-21 03:00:00;34584.38400000
N;NORTE;2022-03-21 04:00:00;5459.70000000
NE;NORDESTE;2022-03-21 04:00:00;10883.30800000
S;SUL;2022-03-21 04:00:00;9084.50600000
SE;SUDESTE;2022-03-21 04:00:00;34702.59900000
N;NORTE;2022-03-21 05:00:00;5433.14900000
NE;NORDESTE;2022-03-21 05:00:00;10533.14500000
S;SUL;2022-03-21 05:00:00;9758.18300000
SE;SUDESTE;2022-03-21 05:00:00;36259.64499999
N;NORTE;2022-03-21 06:00:00;5242.95000000
NE;NORDESTE;2022-03-21 06:00:00;10136.61600000
S;SUL;2022-03-21 06:00:00;10807.59000000
SE;SUDESTE;2022-03-21 06:00:00;38185.22900000
N;NORTE;2022-03-21 07:00:00;5158.96600000
NE;NORDESTE;2022-03-21 07:00:00;10465.46200000
S;SUL;2022-03-21 07:00:00;11771.59200000
SE;SUDESTE;2022-03-21 07:00:00;40013.50599999
N;NORTE;2022-03-21 08:00:00;5468.61500000
NE;NORDESTE;2022-03-21 08:00:00;11154.47300000
S;SUL;2022-03-21 08:00:00;12365.54400000
SE;SUDESTE;2022-03-21 08:00:00;41980.89000000
N;NORTE;2022-03-21 09:00:00;5713.71199999
NE;NORDESTE;2022-03-21 09:00:00;11354.74300000
S;SUL;2022-03-21 09:00:00;12209.61200000
SE;SUDESTE;2022-03-21 09:00:00;42796.22100000
N;NORTE;2022-03-21 10:00:00;5833.10800000
NE;NORDESTE;2022-03-21 10:00:00;11589.92500000
S;SUL;2022-03-21 10:00:00;12347.16600000
SE;SUDESTE;2022-03-21 10:00:00;43523.92800000
N;NORTE;2022-03-21 11:00:00;5792.57500000
NE;NORDESTE;2022-03-21 11:00:00;11670.00400000
S;SUL;2022-03-21 11:00:00;12394.79600000
SE;SUDESTE;2022-03-21 11:00:00;43556.46299999
N;NORTE;2022-03-21 12:00:00;5645.05700000
NE;NORDESTE;2022-03-21 12:00:00;11365.06700000
S;SUL;2022-03-21 12:00:00;11331.17400000
SE;SUDESTE;2022-03-21 12:00:00;42953.88600000
N;NORTE;2022-03-21 13:00:00;5901.26000000
NE;NORDESTE;2022-03-21 13:00:00;11758.09700000
S;SUL;2022-03-21 13:00:00;12021.69400000
SE;SUDESTE;2022-03-21 13:00:00;43933.61400000
N;NORTE;2022-03-21 14:00:00;6177.64300000
NE;NORDESTE;2022-03-21 14:00:00;12288.23900000
S;SUL;2022-03-21 14:00:00;12721.23800000
SE;SUDESTE;2022-03-21 14:00:00;45057.01900000
N;NORTE;2022-03-21 15:00:00;6278.12799999
NE;NORDESTE;2022-03-21 15:00:00;12492.00400000
S;SUL;2022-03-21 15:00:00;13139.66400000
SE;SUDESTE;2022-03-21 15:00:00;45566.30000000
N;NORTE;2022-03-21 16:00:00;6220.29599999
NE;NORDESTE;2022-03-21 16:00:00;12417.03500000
S;SUL;2022-03-21 16:00:00;13624.95799999
SE;SUDESTE;2022-03-21 16:00:00;45986.90600000
N;NORTE;2022-03-21 17:00:00;6046.95599999
NE;NORDESTE;2022-03-21 17:00:00;12086.88300000
S;SUL;2022-03-21 17:00:00;13642.92400000
SE;SUDESTE;2022-03-21 17:00:00;44764.66599999
N;NORTE;2022-03-21 18:00:00;5903.14900000
NE;NORDESTE;2022-03-21 18:00:00;12464.42400000
S;SUL;2022-03-21 18:00:00;13605.73800000
SE;SUDESTE;2022-03-21 18:00:00;46301.84200000
N;NORTE;2022-03-21 19:00:00;6038.33599999
NE;NORDESTE;2022-03-21 19:00:00;12342.14700000
S;SUL;2022-03-21 19:00:00;14572.31300000
SE;SUDESTE;2022-03-21 19:00:00;47905.74899999
N;NORTE;2022-03-21 20:00:00;6088.54599999
NE;NORDESTE;2022-03-21 20:00:00;12294.89999999
S;SUL;2022-03-21 20:00:00;13893.71000000
SE;SUDESTE;2022-03-21 20:00:00;47283.55200000
N;NORTE;2022-03-21 21:00:00;6223.19099999
NE;NORDESTE;2022-03-21 21:00:00;12724.97400000
S;SUL;2022-03-21 21:00:00;13486.10300000
SE;SUDESTE;2022-03-21 21:00:00;46293.73100000
N;NORTE;2022-03-21 22:00:00;6258.85500000
NE;NORDESTE;2022-03-21 22:00:00;12619.16599999
S;SUL;2022-03-21 22:00:00;12764.20800000
SE;SUDESTE;2022-03-21 22:00:00;44158.91099999
N;NORTE;2022-03-21 23:00:00;6124.74200000
NE;NORDESTE;2022-03-21 23:00:00;12187.30799999
S;SUL;2022-03-21 23:00:00;11672.06499999
SE;SUDESTE;2022-03-21 23:00:00;41393.90100000
N;NORTE;2022-03-22 00:00:00;5997.90499999
NE;NORDESTE;2022-03-22 00:00:00;11739.65700000
S;SUL;2022-03-22 00:00:00;10753.31299999
SE;SUDESTE;2022-03-22 00:00:00;38829.76199999
N;NORTE;2022-03-22 01:00:00;5945.19200000
NE;NORDESTE;2022-03-22 01:00:00;11337.07900000
S;SUL;2022-03-22 01:00:00;10177.14700000
SE;SUDESTE;2022-03-22 01:00:00;36872.69099999
N;NORTE;2022-03-22 02:00:00;5920.88399999
NE;NORDESTE;2022-03-22 02:00:00;11004.76700000
S;SUL;2022-03-22 02:00:00;9791.89000000
SE;SUDESTE;2022-03-22 02:00:00;35554.02199999
N;NORTE;2022-03-22 03:00:00;5812.67300000
NE;NORDESTE;2022-03-22 03:00:00;10825.28500000
S;SUL;2022-03-22 03:00:00;9679.33800000
SE;SUDESTE;2022-03-22 03:00:00;34920.04200000
N;NORTE;2022-03-22 04:00:00;5815.70900000
NE;NORDESTE;2022-03-22 04:00:00;10688.79399999
S;SUL;2022-03-22 04:00:00;9782.94800000
SE;SUDESTE;2022-03-22 04:00:00;35186.14299999
N;NORTE;2022-03-22 05:00:00;5806.49100000
NE;NORDESTE;2022-03-22 05:00:00;10499.24700000
S;SUL;2022-03-22 05:00:00;10413.52000000
SE;SUDESTE;2022-03-22 05:00:00;36643.15599999
N;NORTE;2022-03-22 06:00:00;5509.83400000
NE;NORDESTE;2022-03-22 06:00:00;10185.53500000
S;SUL;2022-03-22 06:00:00;11423.53500000
SE;SUDESTE;2022-03-22 06:00:00;38292.00499999
N;NORTE;2022-03-22 07:00:00;5426.65499999
NE;NORDESTE;2022-03-22 07:00:00;10457.44500000
S;SUL;2022-03-22 07:00:00;12305.26500000
SE;SUDESTE;2022-03-22 07:00:00;39949.06399999
N;NORTE;2022-03-22 08:00:00;5652.21700000
NE;NORDESTE;2022-03-22 08:00:00;11044.03100000
S;SUL;2022-03-22 08:00:00;12765.81000000
SE;SUDESTE;2022-03-22 08:00:00;41620.64100000
N;NORTE;2022-03-22 09:00:00;5870.47799999
NE;NORDESTE;2022-03-22 09:00:00;11261.36399999
S;SUL;2022-03-22 09:00:00;12606.27900000
SE;SUDESTE;2022-03-22 09:00:00;42392.09099999
N;NORTE;2022-03-22 10:00:00;5946.65900000
NE;NORDESTE;2022-03-22 10:00:00;11384.17800000
S;SUL;2022-03-22 10:00:00;12714.71800000
SE;SUDESTE;2022-03-22 10:00:00;43158.20600000
N;NORTE;2022-03-22 11:00:00;5888.98100000
NE;NORDESTE;2022-03-22 11:00:00;11262.59699999
S;SUL;2022-03-22 11:00:00;12697.79399999
SE;SUDESTE;2022-03-22 11:00:00;43389.02499999
N;NORTE;2022-03-22 12:00:00;5771.93500000
NE;NORDESTE;2022-03-22 12:00:00;11045.67600000
S;SUL;2022-03-22 12:00:00;11700.23600000
SE;SUDESTE;2022-03-22 12:00:00;42923.12799999
N;NORTE;2022-03-22 13:00:00;6001.24100000
NE;NORDESTE;2022-03-22 13:00:00;11397.22500000
S;SUL;2022-03-22 13:00:00;12687.68600000
SE;SUDESTE;2022-03-22 13:00:00;44037.94299999
N;NORTE;2022-03-22 14:00:00;6296.78999999
NE;NORDESTE;2022-03-22 14:00:00;11873.81500000
S;SUL;2022-03-22 14:00:00;13592.46200000
SE;SUDESTE;2022-03-22 14:00:00;45410.13000000
N;NORTE;2022-03-22 15:00:00;6377.76499999
NE;NORDESTE;2022-03-22 15:00:00;12003.53500000
S;SUL;2022-03-22 15:00:00;14149.00000000
SE;SUDESTE;2022-03-22 15:00:00;46316.36300000
N;NORTE;2022-03-22 16:00:00;6318.49599999
NE;NORDESTE;2022-03-22 16:00:00;11988.11600000
S;SUL;2022-03-22 16:00:00;14572.53699999
SE;SUDESTE;2022-03-22 16:00:00;46651.86399999
N;NORTE;2022-03-22 17:00:00;6045.20700000
NE;NORDESTE;2022-03-22 17:00:00;11625.05600000
S;SUL;2022-03-22 17:00:00;14336.48100000
SE;SUDESTE;2022-03-22 17:00:00;45467.72000000
N;NORTE;2022-03-22 18:00:00;5979.99500000
NE;NORDESTE;2022-03-22 18:00:00;12096.49599999
S;SUL;2022-03-22 18:00:00;14267.43899999
SE;SUDESTE;2022-03-22 18:00:00;47236.28700000
N;NORTE;2022-03-22 19:00:00;6097.56599999
NE;NORDESTE;2022-03-22 19:00:00;12055.22400000
S;SUL;2022-03-22 19:00:00;15118.09400000
SE;SUDESTE;2022-03-22 19:00:00;48558.54800000
N;NORTE;2022-03-22 20:00:00;6164.40900000
NE;NORDESTE;2022-03-22 20:00:00;11997.55300000
S;SUL;2022-03-22 20:00:00;14367.92600000
SE;SUDESTE;2022-03-22 20:00:00;47947.10200000
N;NORTE;2022-03-22 21:00:00;6263.22100000
NE;NORDESTE;2022-03-22 21:00:00;12491.00500000
S;SUL;2022-03-22 21:00:00;13984.32300000
SE;SUDESTE;2022-03-22 21:00:00;47148.14900000
N;NORTE;2022-03-22 22:00:00;6331.55300000
NE;NORDESTE;2022-03-22 22:00:00;12484.99800000
S;SUL;2022-03-22 22:00:00;13264.20500000
SE;SUDESTE;2022-03-22 22:00:00;44860.70699999
N;NORTE;2022-03-22 23:00:00;6264.81099999
NE;NORDESTE;2022-03-22 23:00:00;12111.58999999
S;SUL;2022-03-22 23:00:00;12266.59500000
SE;SUDESTE;2022-03-22 23:00:00;41894.92799999
N;NORTE;2022-03-23 00:00:00;6151.81399999
NE;NORDESTE;2022-03-23 00:00:00;11606.43799999
S;SUL;2022-03-23 00:00:00;11368.44100000
SE;SUDESTE;2022-03-23 00:00:00;39402.46799999
N;NORTE;2022-03-23 01:00:00;5987.37500000
NE;NORDESTE;2022-03-23 01:00:00;11299.58300000
S;SUL;2022-03-23 01:00:00;10673.61400000
SE;SUDESTE;2022-03-23 01:00:00;37393.50400000
N;NORTE;2022-03-23 02:00:00;5785.53800000
NE;NORDESTE;2022-03-23 02:00:00;11140.82099999
S;SUL;2022-03-23 02:00:00;10309.48300000
SE;SUDESTE;2022-03-23 02:00:00;36394.19800000
N;NORTE;2022-03-23 03:00:00;5684.95700000
NE;NORDESTE;2022-03-23 03:00:00;11034.59200000
S;SUL;2022-03-23 03:00:00;10166.14500000
SE;SUDESTE;2022-03-23 03:00:00;35841.08400000
N;NORTE;2022-03-23 04:00:00;5651.75200000
NE;NORDESTE;2022-03-23 04:00:00;10999.63099999
S;SUL;2022-03-23 04:00:00;10283.07800000
SE;SUDESTE;2022-03-23 04:00:00;36094.08199999
N;NORTE;2022-03-23 05:00:00;5612.05800000
NE;NORDESTE;2022-03-23 05:00:00;10631.30599999
S;SUL;2022-03-23 05:00:00;10873.94100000
SE;SUDESTE;2022-03-23 05:00:00;37576.27499999
N;NORTE;2022-03-23 06:00:00;5405.08800000
NE;NORDESTE;2022-03-23 06:00:00;10182.84799999
S;SUL;2022-03-23 06:00:00;11869.18000000
SE;SUDESTE;2022-03-23 06:00:00;39182.58899999
N;NORTE;2022-03-23 07:00:00;5287.82700000
NE;NORDESTE;2022-03-23 07:00:00;10542.77700000
S;SUL;2022-03-23 07:00:00;12820.92400000
SE;SUDESTE;2022-03-23 07:00:00;40783.79800000
N;NORTE;2022-03-23 08:00:00;5534.49699999
NE;NORDESTE;2022-03-23 08:00:00;11186.15000000
S;SUL;2022-03-23 08:00:00;13603.36400000
SE;SUDESTE;2022-03-23 08:00:00;42684.62400000
N;NORTE;2022-03-23 09:00:00;5662.70699999
NE;NORDESTE;2022-03-23 09:00:00;11410.95500000
S;SUL;2022-03-23 09:00:00;13681.25600000
SE;SUDESTE;2022-03-23 09:00:00;43669.29099999
N;NORTE;2022-03-23 10:00:00;5760.31000000
NE;NORDESTE;2022-03-23 10:00:00;11593.85800000
S;SUL;2022-03-23 10:00:00;13942.27599999
SE;SUDESTE;2022-03-23 10:00:00;44600.25699999
N;NORTE;2022-03-23 11:00:00;5721.68500000
NE;NORDESTE;2022-03-23 11:00:00;11544.06899999
S;SUL;2022-03-23 11:00:00;13958.53500000
SE;SUDESTE;2022-03-23 11:00:00;45163.17600000
N;NORTE;2022-03-23 12:00:00;5618.64399999
NE;NORDESTE;2022-03-23 12:00:00;11180.99300000
S;SUL;2022-03-23 12:00:00;12903.28100000
SE;SUDESTE;2022-03-23 12:00:00;44895.13300000
N;NORTE;2022-03-23 13:00:00;5821.71299999
NE;NORDESTE;2022-03-23 13:00:00;11636.64100000
S;SUL;2022-03-23 13:00:00;13679.32000000
SE;SUDESTE;2022-03-23 13:00:00;46182.60700000
N;NORTE;2022-03-23 14:00:00;6121.22700000
NE;NORDESTE;2022-03-23 14:00:00;12116.96000000
S;SUL;2022-03-23 14:00:00;14305.58600000
SE;SUDESTE;2022-03-23 14:00:00;47502.40400000
N;NORTE;2022-03-23 15:00:00;6323.65500000
NE;NORDESTE;2022-03-23 15:00:00;12286.65200000
S;SUL;2022-03-23 15:00:00;14486.28100000
SE;SUDESTE;2022-03-23 15:00:00;48378.76900000
N;NORTE;2022-03-23 16:00:00;6268.20400000
NE;NORDESTE;2022-03-23 16:00:00;12341.02100000
S;SUL;2022-03-23 16:00:00;14698.37200000
SE;SUDESTE;2022-03-23 16:00:00;48758.73000000
N;NORTE;2022-03-23 17:00:00;6055.55100000
NE;NORDESTE;2022-03-23 17:00:00;11995.79800000
S;SUL;2022-03-23 17:00:00;14388.82500000
SE;SUDESTE;2022-03-23 17:00:00;47113.05700000
N;NORTE;2022-03-23 18:00:00;5969.16099999
NE;NORDESTE;2022-03-23 18:00:00;12352.47100000
S;SUL;2022-03-23 18:00:00;14364.90000000
SE;SUDESTE;2022-03-23 18:00:00;48654.49299999
N;NORTE;2022-03-23 19:00:00;6096.35699999
NE;NORDESTE;2022-03-23 19:00:00;12196.56099999
S;SUL;2022-03-23 19:00:00;14769.04000000
SE;SUDESTE;2022-03-23 19:00:00;49918.20900000
N;NORTE;2022-03-23 20:00:00;6121.69900000
NE;NORDESTE;2022-03-23 20:00:00;12057.49800000
S;SUL;2022-03-23 20:00:00;14067.59200000
SE;SUDESTE;2022-03-23 20:00:00;49423.45600000
N;NORTE;2022-03-23 21:00:00;6166.45800000
NE;NORDESTE;2022-03-23 21:00:00;12418.05900000
S;SUL;2022-03-23 21:00:00;13746.97300000
SE;SUDESTE;2022-03-23 21:00:00;48850.07300000
N;NORTE;2022-03-23 22:00:00;6243.15999999
NE;NORDESTE;2022-03-23 22:00:00;12421.68399999
S;SUL;2022-03-23 22:00:00;13116.30500000
SE;SUDESTE;2022-03-23 22:00:00;46605.38499999
N;NORTE;2022-03-23 23:00:00;6266.53999999
NE;NORDESTE;2022-03-23 23:00:00;12179.30500000
S;SUL;2022-03-23 23:00:00;12205.99700000
SE;SUDESTE;2022-03-23 23:00:00;43959.02999999
N;NORTE;2022-03-24 00:00:00;6178.19899999
NE;NORDESTE;2022-03-24 00:00:00;11874.88100000
S;SUL;2022-03-24 00:00:00;11259.77600000
SE;SUDESTE;2022-03-24 00:00:00;40990.07600000
N;NORTE;2022-03-24 01:00:00;6046.87600000
NE;NORDESTE;2022-03-24 01:00:00;11495.01500000
S;SUL;2022-03-24 01:00:00;10612.61500000
SE;SUDESTE;2022-03-24 01:00:00;39026.29700000
N;NORTE;2022-03-24 02:00:00;5878.19099999
NE;NORDESTE;2022-03-24 02:00:00;11285.67400000
S;SUL;2022-03-24 02:00:00;10233.47799999
SE;SUDESTE;2022-03-24 02:00:00;37825.82899999
N;NORTE;2022-03-24 03:00:00;5769.01099999
NE;NORDESTE;2022-03-24 03:00:00;11050.00300000
S;SUL;2022-03-24 03:00:00;10130.94600000
SE;SUDESTE;2022-03-24 03:00:00;37048.11700000
N;NORTE;2022-03-24 04:00:00;5623.58099999
NE;NORDESTE;2022-03-24 04:00:00;10959.98499999
S;SUL;2022-03-24 04:00:00;10176.64700000
SE;SUDESTE;2022-03-24 04:00:00;37171.31800000
N;NORTE;2022-03-24 05:00:00;5582.78600000
NE;NORDESTE;2022-03-24 05:00:00;10624.49299999
S;SUL;2022-03-24 05:00:00;10722.05200000
SE;SUDESTE;2022-03-24 05:00:00;38731.78000000
N;NORTE;2022-03-24 06:00:00;5334.88400000
NE;NORDESTE;2022-03-24 06:00:00;10168.38500000
S;SUL;2022-03-24 06:00:00;11773.78800000
SE;SUDESTE;2022-03-24 06:00:00;40062.49400000
N;NORTE;2022-03-24 07:00:00;5238.45099999
NE;NORDESTE;2022-03-24 07:00:00;10520.07900000
S;SUL;2022-03-24 07:00:00;12745.10700000
SE;SUDESTE;2022-03-24 07:00:00;41659.89200000
N;NORTE;2022-03-24 08:00:00;5512.87600000
NE;NORDESTE;2022-03-24 08:00:00;11129.80800000
S;SUL;2022-03-24 08:00:00;13701.77000000
SE;SUDESTE;2022-03-24 08:00:00;43778.07700000
N;NORTE;2022-03-24 09:00:00;5654.59999999
NE;NORDESTE;2022-03-24 09:00:00;11449.12000000
S;SUL;2022-03-24 09:00:00;13924.27800000
SE;SUDESTE;2022-03-24 09:00:00;45051.12899999
N;NORTE;2022-03-24 10:00:00;5747.33000000
NE;NORDESTE;2022-03-24 10:00:00;11538.16599999
S;SUL;2022-03-24 10:00:00;14143.92300000
SE;SUDESTE;2022-03-24 10:00:00;46068.58800000
N;NORTE;2022-03-24 11:00:00;5804.19800000
NE;NORDESTE;2022-03-24 11:00:00;11565.84400000
S;SUL;2022-03-24 11:00:00;13851.03100000
SE;SUDESTE;2022-03-24 11:00:00;46617.93800000
N;NORTE;2022-03-24 12:00:00;5756.28100000
NE;NORDESTE;2022-03-24 12:00:00;11497.94800000
S;SUL;2022-03-24 12:00:00;12535.99000000
SE;SUDESTE;2022-03-24 12:00:00;46231.96000000
N;NORTE;2022-03-24 13:00:00;5997.56300000
NE;NORDESTE;2022-03-24 13:00:00;11923.79699999
S;SUL;2022-03-24 13:00:00;13096.40399999
SE;SUDESTE;2022-03-24 13:00:00;47543.31300000
N;NORTE;2022-03-24 14:00:00;6183.11100000
NE;NORDESTE;2022-03-24 14:00:00;12478.68200000
S;SUL;2022-03-24 14:00:00;13435.13000000
SE;SUDESTE;2022-03-24 14:00:00;49012.58000000
N;NORTE;2022-03-24 15:00:00;6188.35500000
NE;NORDESTE;2022-03-24 15:00:00;12575.86300000
S;SUL;2022-03-24 15:00:00;13533.29400000
SE;SUDESTE;2022-03-24 15:00:00;49795.45099999
N;NORTE;2022-03-24 16:00:00;6169.24599999
NE;NORDESTE;2022-03-24 16:00:00;12604.99199999
S;SUL;2022-03-24 16:00:00;13710.72499999
SE;SUDESTE;2022-03-24 16:00:00;50242.81799999
N;NORTE;2022-03-24 17:00:00;6052.15200000
NE;NORDESTE;2022-03-24 17:00:00;12316.51900000
S;SUL;2022-03-24 17:00:00;13428.70900000
SE;SUDESTE;2022-03-24 17:00:00;48513.36100000
N;NORTE;2022-03-24 18:00:00;6058.99100000
NE;NORDESTE;2022-03-24 18:00:00;12764.75700000
S;SUL;2022-03-24 18:00:00;13443.48800000
SE;SUDESTE;2022-03-24 18:00:00;49933.02399999
N;NORTE;2022-03-24 19:00:00;6295.14799999
NE;NORDESTE;2022-03-24 19:00:00;12649.34099999
