id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
SE;SUDESTE;2022-05-08 20:00:00;40207.52900000
N;NORTE;2022-05-08 21:00:00;6034.71500000
NE;NORDESTE;2022-05-08 21:00:00;11721.73900000
S;SUL;2022-05-08 21:00:00;10068.92699999
SE;SUDESTE;2022-05-08 21:00:00;39205.73700000
N;NORTE;2022-05-08 22:00:00;6075.00700000
NE;NORDESTE;2022-05-08 22:00:00;11704.74700000
S;SUL;2022-05-08 22:00:00;9375.53700000
SE;SUDESTE;2022-05-08 22:00:00;37543.30100000
N;NORTE;2022-05-08 23:00:00;6115.30200000
NE;NORDESTE;2022-05-08 23:00:00;11439.02300000
S;SUL;2022-05-08 23:00:00;8582.44800000
SE;SUDESTE;2022-05-08 23:00:00;35372.49300000
N;NORTE;2022-05-09 00:00:00;6049.48699999
NE;NORDESTE;2022-05-09 00:00:00;11001.71000000
S;SUL;2022-05-09 00:00:00;7962.31799999
SE;SUDESTE;2022-05-09 00:00:00;33309.62000000
N;NORTE;2022-05-09 01:00:00;6014.31300000
NE;NORDESTE;2022-05-09 01:00:00;10766.89599999
S;SUL;2022-05-09 01:00:00;7654.42099999
SE;SUDESTE;2022-05-09 01:00:00;31992.72700000
N;NORTE;2022-05-09 02:00:00;5917.33499999
NE;NORDESTE;2022-05-09 02:00:00;10588.02100000
S;SUL;2022-05-09 02:00:00;7518.38900000
SE;SUDESTE;2022-05-09 02:00:00;31191.48900000
N;NORTE;2022-05-09 03:00:00;5828.67699999
NE;NORDESTE;2022-05-09 03:00:00;10502.36100000
S;SUL;2022-05-09 03:00:00;7562.07800000
SE;SUDESTE;2022-05-09 03:00:00;30818.82300000
N;NORTE;2022-05-09 04:00:00;5739.45700000
NE;NORDESTE;2022-05-09 04:00:00;10460.89400000
S;SUL;2022-05-09 04:00:00;7726.63600000
SE;SUDESTE;2022-05-09 04:00:00;31404.00799999
N;NORTE;2022-05-09 05:00:00;5685.03700000
NE;NORDESTE;2022-05-09 05:00:00;10234.25500000
S;SUL;2022-05-09 05:00:00;8467.52100000
SE;SUDESTE;2022-05-09 05:00:00;33241.11899999
N;NORTE;2022-05-09 06:00:00;5413.94199999
NE;NORDESTE;2022-05-09 06:00:00;9824.55700000
S;SUL;2022-05-09 06:00:00;9827.14800000
SE;SUDESTE;2022-05-09 06:00:00;35685.18800000
N;NORTE;2022-05-09 07:00:00;5352.88700000
NE;NORDESTE;2022-05-09 07:00:00;10154.24499999
S;SUL;2022-05-09 07:00:00;10851.84799999
SE;SUDESTE;2022-05-09 07:00:00;37101.39200000
N;NORTE;2022-05-09 08:00:00;5621.36199999
NE;NORDESTE;2022-05-09 08:00:00;10719.66000000
S;SUL;2022-05-09 08:00:00;11487.93899999
SE;SUDESTE;2022-05-09 08:00:00;38683.18900000
N;NORTE;2022-05-09 09:00:00;5710.32200000
NE;NORDESTE;2022-05-09 09:00:00;11105.40299999
S;SUL;2022-05-09 09:00:00;11265.77500000
SE;SUDESTE;2022-05-09 09:00:00;39279.92800000
N;NORTE;2022-05-09 10:00:00;5760.82600000
NE;NORDESTE;2022-05-09 10:00:00;11203.71300000
S;SUL;2022-05-09 10:00:00;11328.87299999
SE;SUDESTE;2022-05-09 10:00:00;39842.86999999
N;NORTE;2022-05-09 11:00:00;5774.11400000
NE;NORDESTE;2022-05-09 11:00:00;11176.60999999
S;SUL;2022-05-09 11:00:00;11348.47100000
SE;SUDESTE;2022-05-09 11:00:00;40297.84900000
N;NORTE;2022-05-09 12:00:00;5747.38200000
NE;NORDESTE;2022-05-09 12:00:00;10923.95999999
S;SUL;2022-05-09 12:00:00;10300.53199999
SE;SUDESTE;2022-05-09 12:00:00;39956.42500000
N;NORTE;2022-05-09 13:00:00;6024.45599999
NE;NORDESTE;2022-05-09 13:00:00;11295.60300000
S;SUL;2022-05-09 13:00:00;11032.06099999
SE;SUDESTE;2022-05-09 13:00:00;40768.57000000
N;NORTE;2022-05-09 14:00:00;6302.68500000
NE;NORDESTE;2022-05-09 14:00:00;11773.59500000
S;SUL;2022-05-09 14:00:00;11682.86800000
SE;SUDESTE;2022-05-09 14:00:00;42062.12099999
N;NORTE;2022-05-09 15:00:00;6442.58699999
NE;NORDESTE;2022-05-09 15:00:00;11998.64000000
S;SUL;2022-05-09 15:00:00;12130.72999999
SE;SUDESTE;2022-05-09 15:00:00;42843.62399999
N;NORTE;2022-05-09 16:00:00;6463.51999999
NE;NORDESTE;2022-05-09 16:00:00;12019.25100000
S;SUL;2022-05-09 16:00:00;12768.44800000
SE;SUDESTE;2022-05-09 16:00:00;43904.16999999
N;NORTE;2022-05-09 17:00:00;6361.82900000
NE;NORDESTE;2022-05-09 17:00:00;12094.27499999
S;SUL;2022-05-09 17:00:00;13098.45199999
SE;SUDESTE;2022-05-09 17:00:00;44104.39200000
N;NORTE;2022-05-09 18:00:00;6275.24399999
NE;NORDESTE;2022-05-09 18:00:00;12188.49499999
S;SUL;2022-05-09 18:00:00;13990.60399999
SE;SUDESTE;2022-05-09 18:00:00;46523.37200000
N;NORTE;2022-05-09 19:00:00;6349.70699999
NE;NORDESTE;2022-05-09 19:00:00;12050.18099999
S;SUL;2022-05-09 19:00:00;13710.84800000
SE;SUDESTE;2022-05-09 19:00:00;46222.70699999
N;NORTE;2022-05-09 20:00:00;6359.91600000
NE;NORDESTE;2022-05-09 20:00:00;11930.99800000
S;SUL;2022-05-09 20:00:00;12976.73000000
SE;SUDESTE;2022-05-09 20:00:00;45473.88499999
N;NORTE;2022-05-09 21:00:00;6520.29500000
NE;NORDESTE;2022-05-09 21:00:00;12403.94300000
S;SUL;2022-05-09 21:00:00;12553.48400000
SE;SUDESTE;2022-05-09 21:00:00;44657.05800000
N;NORTE;2022-05-09 22:00:00;6585.10400000
NE;NORDESTE;2022-05-09 22:00:00;12319.25800000
S;SUL;2022-05-09 22:00:00;11657.12099999
SE;SUDESTE;2022-05-09 22:00:00;42036.64000000
N;NORTE;2022-05-09 23:00:00;6543.64799999
NE;NORDESTE;2022-05-09 23:00:00;11948.97900000
S;SUL;2022-05-09 23:00:00;10501.87300000
SE;SUDESTE;2022-05-09 23:00:00;38906.53800000
N;NORTE;2022-05-10 00:00:00;6448.43800000
NE;NORDESTE;2022-05-10 00:00:00;11518.04700000
S;SUL;2022-05-10 00:00:00;9535.60300000
SE;SUDESTE;2022-05-10 00:00:00;35966.17600000
N;NORTE;2022-05-10 01:00:00;6371.14200000
NE;NORDESTE;2022-05-10 01:00:00;11174.88300000
S;SUL;2022-05-10 01:00:00;8969.94000000
SE;SUDESTE;2022-05-10 01:00:00;34184.48899999
N;NORTE;2022-05-10 02:00:00;6202.47800000
NE;NORDESTE;2022-05-10 02:00:00;10969.62400000
S;SUL;2022-05-10 02:00:00;8584.78999999
SE;SUDESTE;2022-05-10 02:00:00;33088.00200000
N;NORTE;2022-05-10 03:00:00;6100.24600000
NE;NORDESTE;2022-05-10 03:00:00;10781.14600000
S;SUL;2022-05-10 03:00:00;8450.08999999
SE;SUDESTE;2022-05-10 03:00:00;32653.60300000
N;NORTE;2022-05-10 04:00:00;6015.38300000
NE;NORDESTE;2022-05-10 04:00:00;10681.21200000
S;SUL;2022-05-10 04:00:00;8612.30700000
SE;SUDESTE;2022-05-10 04:00:00;32871.74399999
N;NORTE;2022-05-10 05:00:00;5943.80999999
NE;NORDESTE;2022-05-10 05:00:00;10500.41200000
S;SUL;2022-05-10 05:00:00;9269.47400000
SE;SUDESTE;2022-05-10 05:00:00;34559.74600000
N;NORTE;2022-05-10 06:00:00;5762.71900000
NE;NORDESTE;2022-05-10 06:00:00;10212.49300000
S;SUL;2022-05-10 06:00:00;10574.16600000
SE;SUDESTE;2022-05-10 06:00:00;36672.99100000
N;NORTE;2022-05-10 07:00:00;5640.46099999
NE;NORDESTE;2022-05-10 07:00:00;10616.57199999
S;SUL;2022-05-10 07:00:00;11653.60800000
SE;SUDESTE;2022-05-10 07:00:00;37860.09900000
N;NORTE;2022-05-10 08:00:00;5884.92800000
NE;NORDESTE;2022-05-10 08:00:00;11028.34899999
S;SUL;2022-05-10 08:00:00;12407.32099999
SE;SUDESTE;2022-05-10 08:00:00;38998.26100000
N;NORTE;2022-05-10 09:00:00;6047.49800000
NE;NORDESTE;2022-05-10 09:00:00;11118.40700000
S;SUL;2022-05-10 09:00:00;12442.85899999
SE;SUDESTE;2022-05-10 09:00:00;39481.40899999
N;NORTE;2022-05-10 10:00:00;6216.97000000
NE;NORDESTE;2022-05-10 10:00:00;11288.85000000
S;SUL;2022-05-10 10:00:00;12764.67699145
SE;SUDESTE;2022-05-10 10:00:00;40017.40200000
N;NORTE;2022-05-10 11:00:00;6144.54700000
NE;NORDESTE;2022-05-10 11:00:00;11302.37200000
S;SUL;2022-05-10 11:00:00;12768.85098535
SE;SUDESTE;2022-05-10 11:00:00;40364.02800000
N;NORTE;2022-05-10 12:00:00;6019.49199999
NE;NORDESTE;2022-05-10 12:00:00;11061.23100000
S;SUL;2022-05-10 12:00:00;11682.18299438
SE;SUDESTE;2022-05-10 12:00:00;39894.03999999
N;NORTE;2022-05-10 13:00:00;6343.66600000
NE;NORDESTE;2022-05-10 13:00:00;11473.55100000
S;SUL;2022-05-10 13:00:00;12328.61098828
SE;SUDESTE;2022-05-10 13:00:00;40974.82799999
N;NORTE;2022-05-10 14:00:00;6659.79299999
NE;NORDESTE;2022-05-10 14:00:00;11994.65500000
S;SUL;2022-05-10 14:00:00;12897.80099999
SE;SUDESTE;2022-05-10 14:00:00;42376.09200000
N;NORTE;2022-05-10 15:00:00;6767.46400000
NE;NORDESTE;2022-05-10 15:00:00;12229.00000000
S;SUL;2022-05-10 15:00:00;13191.43598779
SE;SUDESTE;2022-05-10 15:00:00;43597.44000000
N;NORTE;2022-05-10 16:00:00;6765.79899999
NE;NORDESTE;2022-05-10 16:00:00;12192.91500000
S;SUL;2022-05-10 16:00:00;13505.53799954
SE;SUDESTE;2022-05-10 16:00:00;44646.40399999
N;NORTE;2022-05-10 17:00:00;6607.65799999
NE;NORDESTE;2022-05-10 17:00:00;12182.19899999
S;SUL;2022-05-10 17:00:00;13798.10900000
SE;SUDESTE;2022-05-10 17:00:00;44991.09100000
N;NORTE;2022-05-10 18:00:00;6566.98100000
NE;NORDESTE;2022-05-10 18:00:00;12289.41399999
S;SUL;2022-05-10 18:00:00;14291.83100000
SE;SUDESTE;2022-05-10 18:00:00;47562.03499999
N;NORTE;2022-05-10 19:00:00;6640.97100000
NE;NORDESTE;2022-05-10 19:00:00;12125.09500000
S;SUL;2022-05-10 19:00:00;13824.81299999
SE;SUDESTE;2022-05-10 19:00:00;46947.78599999
N;NORTE;2022-05-10 20:00:00;6633.12999999
NE;NORDESTE;2022-05-10 20:00:00;11964.56800000
S;SUL;2022-05-10 20:00:00;13082.65700000
SE;SUDESTE;2022-05-10 20:00:00;46163.60500000
N;NORTE;2022-05-10 21:00:00;6769.29000000
NE;NORDESTE;2022-05-10 21:00:00;12321.35700000
S;SUL;2022-05-10 21:00:00;12600.58999999
SE;SUDESTE;2022-05-10 21:00:00;45233.00900000
N;NORTE;2022-05-10 22:00:00;6803.43200000
NE;NORDESTE;2022-05-10 22:00:00;12287.48600000
S;SUL;2022-05-10 22:00:00;11823.75100000
SE;SUDESTE;2022-05-10 22:00:00;42715.16199999
N;NORTE;2022-05-10 23:00:00;6683.42800000
NE;NORDESTE;2022-05-10 23:00:00;11909.90100000
S;SUL;2022-05-10 23:00:00;10649.94800000
SE;SUDESTE;2022-05-10 23:00:00;39687.22399999
N;NORTE;2022-05-11 00:00:00;6546.35399999
NE;NORDESTE;2022-05-11 00:00:00;11454.26700000
S;SUL;2022-05-11 00:00:00;9668.33500366
SE;SUDESTE;2022-05-11 00:00:00;36658.58000000
N;NORTE;2022-05-11 01:00:00;6425.87399999
NE;NORDESTE;2022-05-11 01:00:00;11141.88000000
S;SUL;2022-05-11 01:00:00;9051.72597039
SE;SUDESTE;2022-05-11 01:00:00;34683.37299999
N;NORTE;2022-05-11 02:00:00;6305.87400000
NE;NORDESTE;2022-05-11 02:00:00;10887.73200000
S;SUL;2022-05-11 02:00:00;8770.07197778
SE;SUDESTE;2022-05-11 02:00:00;33767.27900000
N;NORTE;2022-05-11 03:00:00;6204.09899999
NE;NORDESTE;2022-05-11 03:00:00;10769.46499999
S;SUL;2022-05-11 03:00:00;8711.81197216
SE;SUDESTE;2022-05-11 03:00:00;33269.93000000
N;NORTE;2022-05-11 04:00:00;6181.80999999
NE;NORDESTE;2022-05-11 04:00:00;10747.47799999
S;SUL;2022-05-11 04:00:00;8785.20999902
SE;SUDESTE;2022-05-11 04:00:00;33549.19500000
N;NORTE;2022-05-11 05:00:00;6121.76800000
NE;NORDESTE;2022-05-11 05:00:00;10443.29699999
S;SUL;2022-05-11 05:00:00;9352.52306152
SE;SUDESTE;2022-05-11 05:00:00;35324.02500000
N;NORTE;2022-05-11 06:00:00;5809.93399999
NE;NORDESTE;2022-05-11 06:00:00;10011.46899999
S;SUL;2022-05-11 06:00:00;10726.79498461
SE;SUDESTE;2022-05-11 06:00:00;37581.65800000
N;NORTE;2022-05-11 07:00:00;5755.42700000
NE;NORDESTE;2022-05-11 07:00:00;10332.89299999
S;SUL;2022-05-11 07:00:00;11836.80001513
SE;SUDESTE;2022-05-11 07:00:00;38723.59300000
N;NORTE;2022-05-11 08:00:00;6016.51200000
NE;NORDESTE;2022-05-11 08:00:00;10872.53100000
S;SUL;2022-05-11 08:00:00;12559.60394531
SE;SUDESTE;2022-05-11 08:00:00;39921.63200000
N;NORTE;2022-05-11 09:00:00;6126.01800000
NE;NORDESTE;2022-05-11 09:00:00;11266.72399999
S;SUL;2022-05-11 09:00:00;12583.03797534
SE;SUDESTE;2022-05-11 09:00:00;40614.59000000
N;NORTE;2022-05-11 10:00:00;6215.75800000
NE;NORDESTE;2022-05-11 10:00:00;11291.35700000
S;SUL;2022-05-11 10:00:00;12748.64601367
SE;SUDESTE;2022-05-11 10:00:00;41162.74699999
N;NORTE;2022-05-11 11:00:00;6241.04300000
NE;NORDESTE;2022-05-11 11:00:00;11338.73800000
S;SUL;2022-05-11 11:00:00;12607.07000097
SE;SUDESTE;2022-05-11 11:00:00;41496.87599999
N;NORTE;2022-05-11 12:00:00;6198.69999999
NE;NORDESTE;2022-05-11 12:00:00;11215.21100000
S;SUL;2022-05-11 12:00:00;11287.12403906
SE;SUDESTE;2022-05-11 12:00:00;40940.48799999
N;NORTE;2022-05-11 13:00:00;6545.83700000
NE;NORDESTE;2022-05-11 13:00:00;11632.87000000
S;SUL;2022-05-11 13:00:00;11756.84895312
SE;SUDESTE;2022-05-11 13:00:00;41930.59600000
N;NORTE;2022-05-11 14:00:00;6907.16600000
NE;NORDESTE;2022-05-11 14:00:00;12174.06400000
S;SUL;2022-05-11 14:00:00;12266.78301025
SE;SUDESTE;2022-05-11 14:00:00;43203.13900000
N;NORTE;2022-05-11 15:00:00;6964.25100000
NE;NORDESTE;2022-05-11 15:00:00;12360.93400000
S;SUL;2022-05-11 15:00:00;12583.28597314
SE;SUDESTE;2022-05-11 15:00:00;44213.59600000
N;NORTE;2022-05-11 16:00:00;6892.36699999
NE;NORDESTE;2022-05-11 16:00:00;12255.54400000
S;SUL;2022-05-11 16:00:00;13131.30398925
SE;SUDESTE;2022-05-11 16:00:00;45202.16199999
N;NORTE;2022-05-11 17:00:00;6672.87299999
NE;NORDESTE;2022-05-11 17:00:00;12206.18500000
S;SUL;2022-05-11 17:00:00;13488.01501025
SE;SUDESTE;2022-05-11 17:00:00;45701.24299999
N;NORTE;2022-05-11 18:00:00;6572.62399999
NE;NORDESTE;2022-05-11 18:00:00;12269.11999999
S;SUL;2022-05-11 18:00:00;14341.76201611
SE;SUDESTE;2022-05-11 18:00:00;48278.00200000
N;NORTE;2022-05-11 19:00:00;6725.03200000
NE;NORDESTE;2022-05-11 19:00:00;12074.71500000
S;SUL;2022-05-11 19:00:00;13911.19898583
SE;SUDESTE;2022-05-11 19:00:00;47432.54800000
N;NORTE;2022-05-11 20:00:00;6743.07300000
NE;NORDESTE;2022-05-11 20:00:00;12052.62699999
S;SUL;2022-05-11 20:00:00;13195.44402441
SE;SUDESTE;2022-05-11 20:00:00;46459.31300000
N;NORTE;2022-05-11 21:00:00;6866.85699999
NE;NORDESTE;2022-05-11 21:00:00;12428.93200000
S;SUL;2022-05-11 21:00:00;12714.96602978
SE;SUDESTE;2022-05-11 21:00:00;45328.44899999
N;NORTE;2022-05-11 22:00:00;6948.42600000
NE;NORDESTE;2022-05-11 22:00:00;12289.57100000
S;SUL;2022-05-11 22:00:00;11892.53595361
SE;SUDESTE;2022-05-11 22:00:00;42845.89200000
N;NORTE;2022-05-11 23:00:00;6870.31700000
NE;NORDESTE;2022-05-11 23:00:00;11804.83500000
S;SUL;2022-05-11 23:00:00;10633.69301269
SE;SUDESTE;2022-05-11 23:00:00;39868.44800000
N;NORTE;2022-05-12 00:00:00;6699.49300000
NE;NORDESTE;2022-05-12 00:00:00;11442.32100000
S;SUL;2022-05-12 00:00:00;9589.09303808
SE;SUDESTE;2022-05-12 00:00:00;37228.13000000
N;NORTE;2022-05-12 01:00:00;6510.56999999
NE;NORDESTE;2022-05-12 01:00:00;11184.58400000
S;SUL;2022-05-12 01:00:00;8966.00497900
SE;SUDESTE;2022-05-12 01:00:00;35324.20000000
N;NORTE;2022-05-12 02:00:00;6386.36400000
NE;NORDESTE;2022-05-12 02:00:00;10966.26400000
S;SUL;2022-05-12 02:00:00;8566.04098242
SE;SUDESTE;2022-05-12 02:00:00;34232.12900000
N;NORTE;2022-05-12 03:00:00;6245.80299999
NE;NORDESTE;2022-05-12 03:00:00;10778.99500000
S;SUL;2022-05-12 03:00:00;8529.06801318
SE;SUDESTE;2022-05-12 03:00:00;33725.28100000
N;NORTE;2022-05-12 04:00:00;6176.65300000
NE;NORDESTE;2022-05-12 04:00:00;10725.84899999
S;SUL;2022-05-12 04:00:00;8661.12694335
SE;SUDESTE;2022-05-12 04:00:00;34002.11600000
N;NORTE;2022-05-12 05:00:00;6134.37699999
NE;NORDESTE;2022-05-12 05:00:00;10431.14400000
S;SUL;2022-05-12 05:00:00;9267.53899951
SE;SUDESTE;2022-05-12 05:00:00;35594.64500000
N;NORTE;2022-05-12 06:00:00;5865.54299999
NE;NORDESTE;2022-05-12 06:00:00;10051.63200000
S;SUL;2022-05-12 06:00:00;10623.84202734
SE;SUDESTE;2022-05-12 06:00:00;37940.20900000
N;NORTE;2022-05-12 07:00:00;5789.88499999
NE;NORDESTE;2022-05-12 07:00:00;10368.21700000
S;SUL;2022-05-12 07:00:00;11628.84800439
SE;SUDESTE;2022-05-12 07:00:00;39013.45900000
N;NORTE;2022-05-12 08:00:00;6040.45299999
NE;NORDESTE;2022-05-12 08:00:00;10878.11799999
S;SUL;2022-05-12 08:00:00;12231.50598486
SE;SUDESTE;2022-05-12 08:00:00;40214.52300000
N;NORTE;2022-05-12 09:00:00;6139.55099999
NE;NORDESTE;2022-05-12 09:00:00;11009.43700000
S;SUL;2022-05-12 09:00:00;12048.41898828
SE;SUDESTE;2022-05-12 09:00:00;40634.98599999
N;NORTE;2022-05-12 10:00:00;6181.71699999
NE;NORDESTE;2022-05-12 10:00:00;11158.48900000
S;SUL;2022-05-12 10:00:00;12099.95999316
SE;SUDESTE;2022-05-12 10:00:00;40954.35499999
N;NORTE;2022-05-12 11:00:00;6127.60799999
NE;NORDESTE;2022-05-12 11:00:00;11176.21099999
S;SUL;2022-05-12 11:00:00;11821.45801708
SE;SUDESTE;2022-05-12 11:00:00;40867.36400000
N;NORTE;2022-05-12 12:00:00;5987.02399999
NE;NORDESTE;2022-05-12 12:00:00;11006.14900000
S;SUL;2022-05-12 12:00:00;10546.20600781
SE;SUDESTE;2022-05-12 12:00:00;40124.60899999
N;NORTE;2022-05-12 13:00:00;6234.52000000
NE;NORDESTE;2022-05-12 13:00:00;11505.24000000
S;SUL;2022-05-12 13:00:00;11058.52297900
SE;SUDESTE;2022-05-12 13:00:00;40929.69599999
N;NORTE;2022-05-12 14:00:00;6555.29099999
NE;NORDESTE;2022-05-12 14:00:00;12100.97800000
S;SUL;2022-05-12 14:00:00;11673.16196826
SE;SUDESTE;2022-05-12 14:00:00;42190.81900000
N;NORTE;2022-05-12 15:00:00;6649.28600000
NE;NORDESTE;2022-05-12 15:00:00;12437.19799999
S;SUL;2022-05-12 15:00:00;12151.71204833
SE;SUDESTE;2022-05-12 15:00:00;43146.08200000
N;NORTE;2022-05-12 16:00:00;6560.21400000
NE;NORDESTE;2022-05-12 16:00:00;12470.36800000
S;SUL;2022-05-12 16:00:00;12886.96699169
SE;SUDESTE;2022-05-12 16:00:00;44287.07100000
N;NORTE;2022-05-12 17:00:00;6379.38200000
NE;NORDESTE;2022-05-12 17:00:00;12384.81499999
S;SUL;2022-05-12 17:00:00;13429.42904199
SE;SUDESTE;2022-05-12 17:00:00;45042.56000000
N;NORTE;2022-05-12 18:00:00;6430.95299999
NE;NORDESTE;2022-05-12 18:00:00;12423.34199999
S;SUL;2022-05-12 18:00:00;14333.87303607
SE;SUDESTE;2022-05-12 18:00:00;47249.72099999
N;NORTE;2022-05-12 19:00:00;6525.00500000
NE;NORDESTE;2022-05-12 19:00:00;12195.24600000
S;SUL;2022-05-12 19:00:00;13955.57302355
SE;SUDESTE;2022-05-12 19:00:00;46432.65300000
N;NORTE;2022-05-12 20:00:00;6536.07200000
NE;NORDESTE;2022-05-12 20:00:00;12087.09500000
S;SUL;2022-05-12 20:00:00;13206.69600128
SE;SUDESTE;2022-05-12 20:00:00;45312.48599999
N;NORTE;2022-05-12 21:00:00;6653.38799999
NE;NORDESTE;2022-05-12 21:00:00;12606.07500000
S;SUL;2022-05-12 21:00:00;12717.92996447
SE;SUDESTE;2022-05-12 21:00:00;44270.15200000
N;NORTE;2022-05-12 22:00:00;6705.72100000
NE;NORDESTE;2022-05-12 22:00:00;12611.07400000
S;SUL;2022-05-12 22:00:00;11911.96806493
SE;SUDESTE;2022-05-12 22:00:00;41881.26100000
N;NORTE;2022-05-12 23:00:00;6628.10699999
NE;NORDESTE;2022-05-12 23:00:00;12250.83599999
S;SUL;2022-05-12 23:00:00;10759.10005273
SE;SUDESTE;2022-05-12 23:00:00;39092.27400000
N;NORTE;2022-05-13 00:00:00;6533.86000000
NE;NORDESTE;2022-05-13 00:00:00;11729.45400000
S;SUL;2022-05-13 00:00:00;9707.25106201
SE;SUDESTE;2022-05-13 00:00:00;36337.08800000
N;NORTE;2022-05-13 01:00:00;6384.67600000
NE;NORDESTE;2022-05-13 01:00:00;11366.52299999
S;SUL;2022-05-13 01:00:00;9066.42001513
SE;SUDESTE;2022-05-13 01:00:00;34392.03999999
N;NORTE;2022-05-13 02:00:00;6215.63100000
NE;NORDESTE;2022-05-13 02:00:00;11095.75800000
S;SUL;2022-05-13 02:00:00;8639.15002990
SE;SUDESTE;2022-05-13 02:00:00;33518.98699999
N;NORTE;2022-05-13 03:00:00;6075.91499999
NE;NORDESTE;2022-05-13 03:00:00;11009.38199999
S;SUL;2022-05-13 03:00:00;8569.37401416
SE;SUDESTE;2022-05-13 03:00:00;33097.45500000
N;NORTE;2022-05-13 04:00:00;5977.37500000
NE;NORDESTE;2022-05-13 04:00:00;10968.43399999
S;SUL;2022-05-13 04:00:00;8686.43801416
SE;SUDESTE;2022-05-13 04:00:00;33450.72200000
N;NORTE;2022-05-13 05:00:00;5905.91300000
NE;NORDESTE;2022-05-13 05:00:00;10773.78899999
S;SUL;2022-05-13 05:00:00;9334.25797851
SE;SUDESTE;2022-05-13 05:00:00;35008.13800000
N;NORTE;2022-05-13 06:00:00;5637.06900000
NE;NORDESTE;2022-05-13 06:00:00;10373.52100000
S;SUL;2022-05-13 06:00:00;10722.63108642
SE;SUDESTE;2022-05-13 06:00:00;37302.37200000
N;NORTE;2022-05-13 07:00:00;5525.73599999
NE;NORDESTE;2022-05-13 07:00:00;10511.90999999
S;SUL;2022-05-13 07:00:00;11700.31691699
SE;SUDESTE;2022-05-13 07:00:00;38781.84900000
N;NORTE;2022-05-13 08:00:00;5743.81499999
NE;NORDESTE;2022-05-13 08:00:00;10904.25700000
S;SUL;2022-05-13 08:00:00;12294.61505468
SE;SUDESTE;2022-05-13 08:00:00;39989.68300000
N;NORTE;2022-05-13 09:00:00;5902.66300000
NE;NORDESTE;2022-05-13 09:00:00;10832.27800000
S;SUL;2022-05-13 09:00:00;12127.45508593
SE;SUDESTE;2022-05-13 09:00:00;40467.21900000
N;NORTE;2022-05-13 10:00:00;6007.34100000
NE;NORDESTE;2022-05-13 10:00:00;11174.61400000
S;SUL;2022-05-13 10:00:00;12005.20895410
SE;SUDESTE;2022-05-13 10:00:00;41081.92000000
N;NORTE;2022-05-13 11:00:00;6020.33700000
NE;NORDESTE;2022-05-13 11:00:00;11340.48400000
S;SUL;2022-05-13 11:00:00;11740.41303027
SE;SUDESTE;2022-05-13 11:00:00;41056.38999999
N;NORTE;2022-05-13 12:00:00;5956.02699999
NE;NORDESTE;2022-05-13 12:00:00;10947.49200000
S;SUL;2022-05-13 12:00:00;10491.09302539
SE;SUDESTE;2022-05-13 12:00:00;40688.07600000
N;NORTE;2022-05-13 13:00:00;6248.50999999
NE;NORDESTE;2022-05-13 13:00:00;11479.75800000
S;SUL;2022-05-13 13:00:00;11030.64306445
SE;SUDESTE;2022-05-13 13:00:00;41481.94600000
N;NORTE;2022-05-13 14:00:00;6649.61900000
NE;NORDESTE;2022-05-13 14:00:00;12063.25700000
S;SUL;2022-05-13 14:00:00;11650.32701367
SE;SUDESTE;2022-05-13 14:00:00;42542.99200000
N;NORTE;2022-05-13 15:00:00;6717.91899999
NE;NORDESTE;2022-05-13 15:00:00;12170.66399999
S;SUL;2022-05-13 15:00:00;12093.39405566
SE;SUDESTE;2022-05-13 15:00:00;43363.78500000
N;NORTE;2022-05-13 16:00:00;6582.80500000
NE;NORDESTE;2022-05-13 16:00:00;12111.12700000
S;SUL;2022-05-13 16:00:00;12695.78599218
SE;SUDESTE;2022-05-13 16:00:00;43947.83100000
N;NORTE;2022-05-13 17:00:00;6406.79300000
NE;NORDESTE;2022-05-13 17:00:00;12192.35800000
S;SUL;2022-05-13 17:00:00;13286.94299804
SE;SUDESTE;2022-05-13 17:00:00;44907.73700000
N;NORTE;2022-05-13 18:00:00;6375.99399999
NE;NORDESTE;2022-05-13 18:00:00;12259.04500000
S;SUL;2022-05-13 18:00:00;14297.22903320
SE;SUDESTE;2022-05-13 18:00:00;47190.71300000
N;NORTE;2022-05-13 19:00:00;6430.34700000
NE;NORDESTE;2022-05-13 19:00:00;11970.24900000
S;SUL;2022-05-13 19:00:00;13762.36195117
SE;SUDESTE;2022-05-13 19:00:00;46239.97900000
N;NORTE;2022-05-13 20:00:00;6495.71200000
NE;NORDESTE;2022-05-13 20:00:00;11871.18899999
S;SUL;2022-05-13 20:00:00;12869.14003466
SE;SUDESTE;2022-05-13 20:00:00;44943.36000000
N;NORTE;2022-05-13 21:00:00;6570.99599999
NE;NORDESTE;2022-05-13 21:00:00;12442.43200000
S;SUL;2022-05-13 21:00:00;12351.78300195
SE;SUDESTE;2022-05-13 21:00:00;44046.25300000
N;NORTE;2022-05-13 22:00:00;6673.78500000
NE;NORDESTE;2022-05-13 22:00:00;12448.84000000
S;SUL;2022-05-13 22:00:00;11607.79302294
SE;SUDESTE;2022-05-13 22:00:00;42049.31500000
N;NORTE;2022-05-13 23:00:00;6626.35400000
NE;NORDESTE;2022-05-13 23:00:00;12141.16600000
S;SUL;2022-05-13 23:00:00;10606.94505371
SE;SUDESTE;2022-05-13 23:00:00;39640.13899999
N;NORTE;2022-05-14 00:00:00;6509.50099999
